1697540033.802099, 0
1697540033.819396, 1
1697540033.836918, 0
1697540033.857611, 2
1697540033.875821, 7
1697540033.893364, 5
1697540033.911616, 12
1697540033.930200, 16
1697540033.948435, 19
1697540033.965883, 23
1697540033.981894, 29
1697540033.999177, 34
1697540034.017057, 37
1697540034.033122, 43
1697540034.052624, 48
1697540034.070446, 53
1697540034.089748, 57
1697540034.108464, 63
1697540034.126344, 68
1697540034.144758, 72
1697540034.165057, 79
1697540034.185471, 84
1697540034.203066, 90
1697540034.220452, 95
1697540034.239448, 101
1697540034.259813, 105
1697540034.279516, 112
1697540034.298780, 115
1697540034.316063, 120
1697540034.334132, 125
1697540034.352573, 130
1697540034.371392, 139
1697540034.391014, 144
1697540034.409615, 149
1697540034.428383, 153
1697540034.448013, 159
1697540034.466451, 162
1697540034.483833, 168
1697540034.499010, 173
1697540034.518381, 177
1697540034.533478, 181
1697540034.552934, 188
1697540034.572880, 192
1697540034.588570, 198
1697540034.605007, 200
1697540034.622894, 200
1697540034.639595, 199
1697540034.659780, 199
1697540034.676819, 200
1697540034.696896, 199
1697540034.713494, 199
1697540034.734202, 200
1697540034.749499, 200
1697540034.764666, 199
1697540034.785460, 200
1697540034.804616, 199
1697540034.819394, 199
1697540034.835390, 197
1697540034.851963, 199
1697540034.869193, 199
1697540034.887338, 199
1697540034.905568, 199
1697540034.923172, 199
1697540034.941257, 200
1697540034.958210, 200
1697540034.973284, 199
1697540034.991679, 199
1697540035.010512, 199
1697540035.030390, 200
1697540035.045830, 200
1697540035.062857, 199
1697540035.080038, 200
1697540035.099864, 200
1697540035.117831, 200
1697540035.136720, 200
1697540035.154669, 200
1697540035.173329, 200
1697540035.190838, 200
1697540035.208948, 199
1697540035.225177, 199
1697540035.243659, 200
1697540035.262931, 199
1697540035.279365, 200
1697540035.299754, 200
1697540035.317829, 200
1697540035.337173, 199
1697540035.353090, 199
1697540035.371605, 199
1697540035.391146, 200
1697540035.409882, 199
1697540035.429625, 199
1697540035.444130, 199
1697540035.459393, 199
1697540035.475626, 199
1697540035.495167, 199
1697540035.513824, 200
1697540035.531700, 199
1697540035.548634, 199
1697540035.567313, 199
1697540035.586877, 199
1697540035.605280, 199
1697540035.623742, 199
1697540035.640962, 199
1697540035.658507, 199
1697540035.676577, 199
1697540035.694087, 199
1697540035.712657, 199
1697540035.731937, 199
1697540035.749687, 199
1697540035.765928, 199
1697540035.783475, 199
1697540035.799303, 199
1697540035.814900, 199
1697540035.829987, 199
1697540035.847317, 200
1697540035.865273, 200
1697540035.885049, 200
1697540035.903400, 200
1697540035.920182, 199
1697540035.936447, 199
1697540035.951954, 199
1697540035.968036, 200
1697540035.985514, 200
1697540036.003589, 200
1697540036.023494, 200
1697540036.042632, 200
1697540036.058777, 200
1697540036.076198, 198
1697540036.093313, 197
1697540036.111470, 197
1697540036.130547, 197
1697540036.148269, 197
1697540036.165537, 198
1697540036.179969, 198
1697540036.194263, 198
1697540036.213118, 199
1697540036.231178, 199
1697540036.249701, 199
1697540036.267489, 199
1697540036.285657, 199
1697540036.306533, 199
1697540036.327773, 200
1697540036.346137, 198
1697540036.363701, 198
1697540036.378947, 200
1697540036.398672, 196
1697540036.415830, 199
1697540036.434074, 199
1697540036.451763, 199
1697540036.471464, 199
1697540036.488362, 199
1697540036.505008, 199
1697540036.523219, 200
1697540036.540722, 199
1697540036.558953, 199
1697540036.575866, 198
1697540036.591543, 199
1697540036.613081, 199
1697540036.630170, 199
1697540036.649261, 199
1697540036.666447, 200
1697540036.686407, 199
1697540036.706119, 197
1697540036.721956, 195
1697540036.736274, 193
1697540036.753187, 189
1697540036.771094, 187
1697540036.788003, 188
1697540036.806645, 184
1697540036.825661, 184
1697540036.846049, 181
1697540036.863992, 182
1697540036.886217, 180
1697540036.907710, 177
1697540036.923993, 178
1697540036.942153, 175
1697540036.961043, 174
1697540036.980216, 174
1697540036.999449, 176
1697540037.017581, 175
1697540037.036584, 177
1697540037.055844, 175
1697540037.075691, 173
1697540037.092086, 174
1697540037.110578, 176
1697540037.128694, 174
1697540037.145057, 173
1697540037.162396, 175
1697540037.179143, 178
1697540037.199044, 175
1697540037.215606, 174
1697540037.234605, 173
1697540037.250611, 174
1697540037.268259, 175
1697540037.286537, 177
1697540037.306436, 177
1697540037.327487, 179
1697540037.342535, 177
1697540037.357798, 176
1697540037.376328, 174
1697540037.394776, 173
1697540037.411791, 174
1697540037.430511, 175
1697540037.450465, 175
1697540037.468902, 174
1697540037.487545, 173
1697540037.503816, 174
1697540037.520811, 171
1697540037.537844, 171
1697540037.556916, 170
1697540037.573900, 168
1697540037.591928, 169
1697540037.610695, 167
1697540037.628454, 166
1697540037.648909, 166
1697540037.668959, 163
1697540037.685837, 162
1697540037.702484, 161
1697540037.720098, 158
1697540037.738556, 158
1697540037.756033, 157
1697540037.770190, 156
1697540037.786848, 155
1697540037.803850, 154
1697540037.822776, 154
1697540037.840978, 152
1697540037.860607, 151
1697540037.881570, 151
1697540037.902812, 150
1697540037.919212, 151
1697540037.938903, 149
1697540037.956357, 148
1697540037.975147, 148
1697540037.993096, 149
1697540038.010955, 149
1697540038.031995, 149
1697540038.050139, 149
1697540038.066903, 149
1697540038.085781, 149
1697540038.102282, 149
1697540038.121465, 150
1697540038.143333, 149
1697540038.159013, 149
1697540038.177012, 148
1697540038.195580, 150
1697540038.213128, 149
1697540038.232437, 148
1697540038.248085, 149
1697540038.265284, 149
1697540038.281164, 149
1697540038.295901, 150
1697540038.313985, 148
1697540038.334818, 147
1697540038.352881, 148
1697540038.369203, 149
1697540038.385469, 147
1697540038.402805, 149
1697540038.422161, 147
1697540038.442350, 149
1697540038.462014, 150
1697540038.477720, 149
1697540038.498853, 150
1697540038.518011, 150
1697540038.540205, 149
1697540038.558632, 149
1697540038.577477, 150
1697540038.598541, 149
1697540038.617096, 149
1697540038.634125, 149
1697540038.651891, 149
1697540038.672665, 150
1697540038.690993, 149
1697540038.710762, 148
1697540038.727862, 151
1697540038.743695, 151
1697540038.759221, 150
1697540038.775023, 149
1697540038.793368, 149
1697540038.811809, 148
1697540038.826975, 148
1697540038.847304, 149
1697540038.866742, 149
1697540038.886064, 150
1697540038.906009, 150
1697540038.922771, 151
1697540038.938934, 151
1697540038.958144, 152
1697540038.974578, 151
1697540038.990335, 151
1697540039.004900, 152
1697540039.024895, 151
1697540039.043480, 150
1697540039.060438, 151
1697540039.079493, 152
1697540039.096169, 152
1697540039.116476, 152
1697540039.134013, 151
1697540039.153598, 152
1697540039.168640, 151
1697540039.187398, 151
1697540039.203879, 151
1697540039.219496, 151
1697540039.241018, 152
1697540039.256181, 151
1697540039.273000, 150
1697540039.290731, 149
1697540039.307814, 149
1697540039.322882, 150
1697540039.339216, 150
1697540039.360887, 149
1697540039.378692, 150
1697540039.398546, 151
1697540039.415874, 150
1697540039.437124, 150
1697540039.455155, 150
1697540039.473497, 151
1697540039.489165, 151
1697540039.509597, 152
1697540039.526757, 151
1697540039.543369, 152
1697540039.562305, 152
1697540039.576656, 151
1697540039.591424, 152
1697540039.612765, 152
1697540039.631508, 151
1697540039.649155, 152
1697540039.668883, 152
1697540039.687485, 152
1697540039.706167, 153
1697540039.723053, 153
1697540039.742082, 152
1697540039.760083, 151
1697540039.779424, 152
1697540039.797203, 151
1697540039.816643, 151
1697540039.833500, 151
1697540039.848824, 151
1697540039.867562, 151
1697540039.883764, 152
1697540039.902507, 153
1697540039.919702, 152
1697540039.935253, 152
1697540039.955311, 152
1697540039.971101, 153
1697540039.989306, 152
1697540040.008888, 152
1697540040.024752, 152
1697540040.042489, 151
1697540040.059812, 152
1697540040.077674, 152
1697540040.095866, 152
1697540040.114325, 152
1697540040.129380, 151
1697540040.143521, 152
1697540040.158862, 152
1697540040.175946, 151
1697540040.195712, 152
1697540040.214079, 153
1697540040.231782, 151
1697540040.251277, 152
1697540040.268852, 151
1697540040.283964, 151
1697540040.298856, 150
1697540040.317379, 151
1697540040.336063, 151
1697540040.351366, 152
1697540040.370510, 152
1697540040.391846, 151
1697540040.411648, 153
1697540040.426429, 152
1697540040.443438, 152
1697540040.461189, 152
1697540040.478878, 152
1697540040.497364, 152
1697540040.516257, 151
1697540040.532466, 152
1697540040.552261, 153
1697540040.568355, 152
1697540040.587493, 153
1697540040.606502, 152
1697540040.625318, 153
1697540040.642728, 153
1697540040.662674, 152
1697540040.684303, 152
1697540040.703092, 152
1697540040.720682, 151
1697540040.739404, 152
1697540040.758686, 151
1697540040.779347, 151
1697540040.796265, 151
1697540040.811781, 151
1697540040.829458, 151
1697540040.847853, 152
1697540040.867659, 153
1697540040.884865, 152
1697540040.906732, 153
1697540040.925992, 153
1697540040.944897, 152
1697540040.964136, 154
1697540040.982808, 153
1697540040.999706, 153
1697540041.019778, 154
1697540041.033873, 154
1697540041.054574, 153
1697540041.072676, 154
1697540041.088368, 154
1697540041.105659, 153
1697540041.123500, 153
1697540041.144136, 153
1697540041.163748, 153
1697540041.178914, 154
1697540041.198782, 153
1697540041.217358, 152
1697540041.232615, 152
1697540041.247844, 153
1697540041.266852, 152
1697540041.284242, 152
1697540041.301898, 152
1697540041.316966, 153
1697540041.337651, 153
1697540041.355798, 154
1697540041.374660, 152
1697540041.394485, 154
1697540041.411982, 153
1697540041.431757, 153
1697540041.447434, 153
1697540041.465367, 153
1697540041.483579, 153
1697540041.499654, 153
1697540041.519356, 153
1697540041.537914, 153
1697540041.556221, 154
1697540041.572747, 153
1697540041.591962, 153
1697540041.608083, 153
1697540041.627580, 154
1697540041.644524, 153
1697540041.663335, 154
1697540041.682410, 152
1697540041.701358, 152
1697540041.720072, 153
1697540041.736299, 154
1697540041.753257, 153
1697540041.771828, 154
1697540041.791781, 154
1697540041.808155, 155
1697540041.826987, 155
1697540041.845552, 155
1697540041.864831, 154
1697540041.880586, 155
1697540041.899168, 155
1697540041.918562, 154
1697540041.938082, 154
1697540041.957135, 154
1697540041.971779, 155
1697540041.989142, 155
1697540042.009845, 154
1697540042.027025, 154
1697540042.044611, 155
1697540042.063086, 154
1697540042.082134, 154
1697540042.101177, 155
1697540042.121402, 155
1697540042.140279, 154
1697540042.156417, 155
1697540042.174886, 152
1697540042.196252, 154
1697540042.213925, 154
1697540042.232998, 153
1697540042.251888, 152
1697540042.271342, 153
1697540042.290969, 154
1697540042.308377, 154
1697540042.324572, 155
1697540042.343364, 154
1697540042.362640, 154
1697540042.383261, 155
1697540042.403975, 155
1697540042.420723, 154
1697540042.437211, 154
1697540042.453280, 153
1697540042.468269, 154
1697540042.486757, 155
1697540042.504148, 155
1697540042.520510, 155
1697540042.538192, 155
1697540042.555854, 155
1697540042.572785, 155
1697540042.586951, 155
1697540042.604443, 155
1697540042.623595, 156
1697540042.640398, 155
1697540042.659625, 154
1697540042.676648, 154
1697540042.697050, 155
1697540042.718350, 155
1697540042.738457, 154
1697540042.753278, 155
1697540042.770603, 154
1697540042.789825, 154
1697540042.811464, 156
1697540042.826548, 156
1697540042.847080, 155
1697540042.866992, 156
1697540042.885977, 156
1697540042.904151, 155
1697540042.920321, 156
1697540042.936783, 155
1697540042.954139, 155
1697540042.973738, 156
1697540042.993256, 155
1697540043.011704, 155
1697540043.029719, 155
1697540043.046412, 155
1697540043.064270, 155
1697540043.085535, 156
1697540043.102110, 156
1697540043.117038, 156
1697540043.134725, 156
1697540043.152165, 154
1697540043.172628, 154
1697540043.189453, 154
1697540043.208176, 154
1697540043.226741, 155
1697540043.243610, 156
1697540043.263045, 156
1697540043.282513, 156
1697540043.299705, 157
1697540043.317781, 157
1697540043.335027, 157
1697540043.351727, 157
1697540043.369084, 157
1697540043.389246, 155
1697540043.408553, 157
1697540043.426551, 157
1697540043.443733, 156
1697540043.463106, 157
1697540043.484664, 157
1697540043.500870, 156
1697540043.519128, 157
1697540043.537158, 157
1697540043.555030, 156
1697540043.574306, 156
1697540043.590377, 156
1697540043.608632, 155
1697540043.629426, 156
1697540043.645509, 156
1697540043.667166, 155
1697540043.686929, 155
1697540043.702991, 155
1697540043.721529, 155
1697540043.740232, 155
1697540043.759698, 157
1697540043.776654, 156
1697540043.794632, 156
1697540043.812980, 156
1697540043.829638, 156
1697540043.850323, 157
1697540043.868166, 157
1697540043.887587, 156
1697540043.904908, 157
1697540043.922255, 157
1697540043.942075, 156
1697540043.957799, 157
1697540043.975449, 157
1697540043.992208, 156
1697540044.008841, 158
1697540044.029070, 157
1697540044.046456, 157
1697540044.063665, 157
1697540044.082852, 158
1697540044.102748, 157
1697540044.123790, 158
1697540044.142297, 156
1697540044.158429, 156
1697540044.179459, 157
1697540044.194636, 157
1697540044.214915, 156
1697540044.232659, 157
1697540044.252171, 157
1697540044.267706, 157
1697540044.285222, 158
1697540044.300659, 158
1697540044.321430, 156
1697540044.342304, 158
1697540044.361745, 158
1697540044.380509, 157
1697540044.401774, 158
1697540044.415658, 158
1697540044.434633, 158
1697540044.453113, 157
1697540044.472175, 157
1697540044.491591, 158
1697540044.508732, 158
1697540044.524879, 158
1697540044.541249, 157
1697540044.558740, 157
1697540044.576316, 157
1697540044.595812, 157
1697540044.612406, 157
1697540044.627913, 157
1697540044.649194, 156
1697540044.666294, 157
1697540044.686939, 157
1697540044.705978, 156
1697540044.724202, 156
1697540044.743752, 157
1697540044.759676, 157
1697540044.777931, 158
1697540044.795346, 159
1697540044.814822, 159
1697540044.830318, 158
1697540044.848173, 159
1697540044.868706, 158
1697540044.886588, 158
1697540044.903384, 159
1697540044.923880, 158
1697540044.938034, 158
1697540044.954940, 158
1697540044.971276, 159
1697540044.987762, 157
1697540045.007068, 158
1697540045.026500, 158
1697540045.043630, 157
1697540045.061971, 158
1697540045.078779, 158
1697540045.098397, 159
1697540045.117321, 157
1697540045.135339, 158
1697540045.151555, 157
1697540045.169962, 158
1697540045.190716, 157
1697540045.206954, 157
1697540045.227630, 158
1697540045.246149, 159
1697540045.262782, 159
1697540045.280231, 159
1697540045.299930, 158
1697540045.318760, 159
1697540045.338471, 159
1697540045.356589, 158
1697540045.377501, 159
1697540045.394851, 158
1697540045.415550, 159
1697540045.434989, 159
1697540045.451425, 158
1697540045.469449, 159
1697540045.488638, 159
1697540045.503228, 158
1697540045.520379, 158
1697540045.537476, 159
1697540045.556468, 159
1697540045.572316, 159
1697540045.591462, 160
1697540045.610704, 159
1697540045.628911, 158
1697540045.649729, 158
1697540045.668457, 159
1697540045.686970, 158
1697540045.706807, 159
1697540045.727495, 158
1697540045.747367, 159
1697540045.768600, 159
1697540045.784830, 159
1697540045.799556, 159
1697540045.817663, 160
1697540045.834169, 159
1697540045.854058, 159
1697540045.871974, 159
1697540045.886970, 159
1697540045.901079, 159
1697540045.917990, 159
1697540045.936354, 159
1697540045.955242, 159
1697540045.974926, 160
1697540045.990128, 159
1697540046.010401, 159
1697540046.029005, 159
1697540046.047967, 159
1697540046.066327, 159
1697540046.083869, 159
1697540046.101114, 160
1697540046.115213, 160
1697540046.129427, 159
1697540046.144389, 158
1697540046.158749, 158
1697540046.173156, 159
